###################################################################################
#
# Mesen Game Database
#
# Automatically generated database based on Nestopia's DB and NesCartDB
#
# Generated on 2020-05-02 using:
#     -NewRisingSun's NES 2.0 header database (2020-04-26) https://forums.nesdev.com/viewtopic.php?f=3&t=19940&p=248796
#     -NesCartDB (dated 2017-08-21)
#     -Nestopia UE's latest DB (dated 2015-10-22)
#
# Fields: CRC; System; Board; PCB; Chip; Mapper; PrgRomSize; ChrRomSize; ChrRamSize; WorkRamSize; SaveRamSize; Battery; Mirroring; Controller Type; Bus Conflicts; SubMapper; VsSystemType; PpuModel
#
###################################################################################
0C47946D;Famicom;NAMCOT-175;60-19;175;210;128;128;0;0;0;0;v;1;;1;;
0C548E97;Pal;;;;0;16;8;0;0;0;0;v;1;;0;;
0C54AB9D;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
0C5A6297;Famicom;SUNSOFT-3;UNK-SUNSOFT-FZII;Sunsoft-3;67;128;128;0;0;0;0;h;1;;0;;
0C5F3973;Pal;;;;0;32;8;0;0;0;0;h;1;;0;;
0C5F40A6;Famicom;;;;4;256;256;;0;0;0;;;;;;
0C783F0C;Pal;NES-NROM-128;NES-NROM-128-03;;0;16;8;0;0;0;0;h;1;;0;;
0C7A7B3E;Famicom;;;;0;32;8;;0;0;0;v;;;;;
0C7E94C3;Famicom;;;;56;256;128;;8;0;0;;;;;;
0C8331C5;Ntsc;;;;83;256;512;0;0;0;0;h;1;;1;;
0C87BBF5;Dendy;;;;4;256;256;0;0;8;1;h;1;;0;;
0C918A65;Famicom;KONAMI-NROM-128;400302V;;0;16;8;0;0;0;0;h;1;;0;;
0C928C0E;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
0CA0E589;Ntsc;;;;184;32;16;0;0;0;0;v;1;;0;;
0CADB202;Ntsc;;;;2;64;0;8;0;0;0;h;1;;2;;
0CBB550D;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
0CC9FFEC;Famicom;KONAMI-VRC-2;350926;VRC2;23;128;128;0;0;0;0;h;1;;3;;
0CD79B71;Famicom;HVC-CNROM;N04;;3;32;32;0;0;0;0;h;1;;2;;
0CE9CA00;Ntsc;;;;4;64;128;0;0;8;1;h;1;;0;;
0CEB9526;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
0CF42E69;Famicom;BANDAI-LZ93D50+24C01;DRAGON BALL Z-B;FCG-3;159;128;128;0;0;0;1;h;1;;0;;
0CF47926;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
0D14285A;Pal;NES-UNROM;NES-UNROM-10;;2;128;0;8;0;0;0;v;1;;2;;
0D15687D;Ntsc;;;;141;256;256;0;0;0;0;h;1;;0;;
0D203DE5;Ntsc;;;;141;256;256;0;0;0;0;h;1;;0;;
0D2E5680;Dendy;;;;15;512;0;8;0;8;1;h;1;;0;;
0D3482D7;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3B;4;256;128;0;0;0;0;h;1;;0;;
0D473EE6;Ntsc;;;;186;256;0;8;64;0;0;4;1;;0;;
0D5CCE53;Ntsc;;;;1;32;0;8;0;8;1;h;1;;0;;
0D5E0978;Ntsc;;;;313;512;512;0;0;0;0;h;1;;0;;
0D65E7C7;Famicom;SUNSOFT-5B;FC-GMK;SUNSOFT-5B;69;256;128;0;0;0;0;h;1;;0;;
0D6F3712;Ntsc;;;;4;128;256;0;0;0;0;h;1;;0;;
0D77A2A4;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
0D98DB53;Famicom;;;;114;256;256;0;0;0;0;h;1;;0;;
0D9BF742;Dendy;;;;4;128;128;0;0;0;0;h;1;;0;;
0D9F5BD1;Ntsc;NES-SNROM;NES-SNROM-05;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
0DA00298;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;256;128;0;0;0;0;h;1;;0;;
0DA0E723;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
0DA28A50;Pal;NES-CNROM;NES-CNROM-06;;3;32;32;0;0;0;0;h;12;;2;;
0DA5E32E;Famicom;JALECO-JF-10;JF-10;;87;32;32;0;0;0;0;v;1;;0;;
0DB4B382;Famicom;JALECO-JF-24;JF-24A;SS88006;18;128;128;0;0;0;0;h;1;;0;;
0DBFF515;Dendy;;;;176;512;256;8;0;32;1;h;1;;0;;
0DC53188;Famicom;HVC-SGROM;HVC-SGROM-03;MMC1A;1;256;0;8;0;0;0;h;1;;0;;
0DCAF74A;Ntsc;;;;361;512;512;0;0;0;0;h;1;;0;;
0DF38D2B;Dendy;;;;4;256;256;0;0;8;1;h;1;;0;;
0E004847;Playchoice;;;;1;128;128;0;0;0;0;h;1;;0;;
0E0060C8;Ntsc;;;;1;128;128;0;0;0;0;h;1;;0;;
0E0C8278;Dendy;;;;249;256;256;0;0;0;0;h;1;;0;;
0E153C87;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
0E1683C5;Famicom;TAITO-X1-005;P3-034A;X1-005;80;128;128;0;0;0;1;h;1;;0;;
0E197A5E;Famicom;;;;0;32;8;;0;0;0;h;;;;;
0E25EBE9;Dendy;;;;165;512;128;4;0;8;1;h;1;;0;;
0E263D47;Ntsc;;;;23;128;512;0;0;0;0;h;1;;1;;
0E3B9491;Ntsc;;;;3;32;16;0;0;0;0;v;1;;2;;
0E598956;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
0E76E4C1;Famicom;;;;190;256;128;0;8;0;0;v;1;;0;;
0E7E9309;Ntsc;;;;189;128;128;0;0;0;0;h;1;;0;;
0E816FD7;Ntsc;;;;45;1024;1024;0;8;0;0;h;1;;0;;
0E86CDB9;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
0E8766DC;Ntsc;;;;176;512;512;0;0;0;0;h;42;;0;;
0E87B8D7;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
0E88C118;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
0E891078;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
0E945FA1;Pal;;;;4;128;128;0;0;0;0;h;1;;0;;
0E997CF6;Famicom;HVC-SNROM;HVC-SNROM-08;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
0EA56EAD;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
0EA5E3FA;Ntsc;;;;0;16;0;8;0;0;0;h;1;;0;;
0EAA7515;Famicom;;;;2;128;0;8;0;0;0;v;1;;2;;
0EBB8E37;Ntsc;;;;45;512;512;0;0;0;0;h;1;;0;;
0EC6C023;Ntsc;NES-EKROM;NES-EKROM-01;MMC5;5;256;256;0;0;8;1;h;1;;0;;
0EC70C7C;Ntsc;;;;4;32;8;0;0;0;0;h;1;;0;;
0ED27E38;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
0ED96F42;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;256;0;0;0;0;h;1;;0;;
0EDB2A70;Ntsc;;;;0;16;0;8;0;0;0;h;1;;0;;
0EF730E7;Ntsc;NES-TLROM;NES-TLROM-02;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
0F05FF0A;Famicom;HVC-CNROM+SECURITY;HVC-CNROM-256K-01;;185;32;8;0;0;0;0;v;1;;4;;
0F141525;Famicom;TAITO-74*161/161/32;ARKANOID2;;152;64;128;0;0;0;0;h;17;;0;;
0F1BABE7;Famicom;JALECO-JF-27;JF-27B;SS88006;18;128;128;0;0;8;1;h;1;;0;;
0F1CC048;Ntsc;NES-SLROM;NES-SLROM-03;MMC1A;1;128;128;0;0;0;0;h;1;;0;;
0F20210D;Dendy;;;;241;128;0;8;0;0;0;v;1;;0;;
0F3B89E3;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
0F5410E3;Famicom;;;;2;128;;8;0;0;0;h;;;;;
0F5F1F86;Famicom;;;;1;128;128;0;0;8;1;h;1;;0;;
0F6A9327;Ntsc;;;;45;512;512;0;0;0;0;h;1;;0;;
0F86FEB4;Ntsc;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;1;;2;;
0F877A8C;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
0F8900E4;Dendy;;;;4;512;0;8;0;8;1;h;1;;0;;
0F907E7F;Ntsc;;;;176;2048;512;8;0;0;0;h;1;;0;;
0FA20273;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
0FA322C2;VsSystem;;;;99;32;16;0;2;0;0;4;5;;0;0;5
0FAFC70B;FamicloneDecimal;;;;0;32;8;0;0;0;0;h;1;;0;;
0FB244C8;Famicom;;;;4;128;128;;8;0;0;;;;;;
0FC72A80;Ntsc;;;;1;128;128;;0;0;0;;;;;;
0FC7D1FE;Pal;;;;30;512;0;32;0;0;1;v;1;;0;;
0FC8E9B7;Famicom;HVC-TSROM;HVC-TSROM-03;MMC3B;4;128;128;0;8;0;0;h;1;;0;;
0FCBC757;Ntsc;;;;52;512;512;0;0;0;0;h;42;;0;;
0FCFC04D;Ntsc;NES-SGROM;NES-SGROM-02;MMC1B2;1;256;0;8;0;0;0;h;1;;0;;
0FD6BFC8;Famicom;;;;4;256;256;0;0;0;0;h;1;;0;;
0FEC90D2;Ntsc;NES-UNROM;NES-UN-ROM-04;;2;128;0;8;0;0;0;v;1;;2;;
0FF6A3B5;Famicom;SUNSOFT-FME-7;FC-DBT-1;FME-7;69;128;256;0;8;0;0;h;1;;0;;
0FFDE258;Ntsc;TENGEN-800030;800030-01 REV A;337001;206;64;64;0;0;0;0;h;1;;0;;
0FFF107D;Ntsc;;;;99;32;16;0;0;0;0;4;1;;0;;
10092781;Famicom;;;;1;128;128;;0;0;0;;;;;;
1011394F;Ntsc;;;;112;128;256;0;8;0;0;h;1;;0;;
10119E6B;Famicom;SUNSOFT-1;SUNSOFT-4;Sunsoft-1;93;128;0;8;0;0;0;h;1;;0;;
10124E09;Ntsc;COLORDREAMS-74*377;UNK-COLORDREAMS-REVA;;11;64;64;0;0;0;0;v;1;;0;;
10155A92;Ntsc;BMC-FK23C;;;176;1024;1024;0;0;0;0;h;1;;1;;
10180072;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
1027C432;Famicom;HVC-UOROM;HVC-UOROM-01;;2;256;0;8;0;0;0;v;1;;2;;
103E7E7F;Ntsc;NES-SLROM;NES-SLROM-05;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
1043058E;Dendy;;;;178;512;0;8;0;8;1;h;1;;0;;
104D84DF;Ntsc;BMC-FK23C;;;65000;512;512;;0;0;0;v;;;;;
10522C7B;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
105DD586;Ntsc;;;;27;32;8;0;0;0;0;h;1;;0;;
106180D6;Ntsc;;;;7;64;0;8;0;0;0;h;1;;0;;
10650239;Ntsc;;;;0;16;0;8;0;0;0;h;1;;0;;
1066B66D;Famicom;HVC-TKROM;HVC-TKROM-02;MMC3B;4;128;128;0;0;8;1;h;1;;0;;
107405C7;Playchoice;;;;2;128;0;8;0;0;0;v;1;;2;;
107C404C;Ntsc;;;;176;1024;0;8;0;8;1;h;1;;1;;
1088D198;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
109F1ACC;Famicom;;;;3;32;32;;0;0;0;h;;;;;
10B0F8B0;Famicom;TAITO-X1-005;P3-33A;X1-005;80;128;128;0;0;0;1;h;1;;0;;
10BAEEF3;Famicom;HVC-NROM-256;3A;;0;32;8;0;0;0;0;v;1;;0;;
10BD7F35;Pal;;;;4;128;128;0;0;0;0;h;1;;0;;
10C06E27;Ntsc;;;;1;256;0;8;8;0;0;h;1;;0;;
10C8F2FA;Famicom;NAMCOT-163;60-12;163;19;128;128;0;0;0;1;h;1;;2;;
10C9A789;Famicom;;;;19;256;256;0;0;8;1;h;1;;3;;
10CB935F;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
10D17B9B;Ntsc;;;;206;128;64;0;0;0;0;h;1;;0;;
10D62149;Famicom;HVC-UNROM;HVC-UNROM-02;;2;128;0;8;0;0;0;v;1;;2;;
10D9FB43;Ntsc;;;;45;1024;1024;0;8;0;0;h;1;;0;;
10E7C6D4;Dendy;;;;176;512;256;8;0;32;1;h;1;;0;;
10F25E07;Ntsc;;;;3;32;16;0;0;0;0;h;1;;2;;
1104A5B9;Dendy;;;;4;256;256;0;0;8;1;h;1;;0;;
1106F407;Ntsc;;;;203;64;32;0;0;0;0;v;42;;0;;
1117CE85;Famicom;;;;0;32;8;;0;0;0;h;;;;;
1121C0D1;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
115BE200;Ntsc;;;;90;256;512;0;0;0;0;h;1;;0;;
1162C238;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
116E74DB;Dendy;;;;4;256;256;0;0;8;1;h;1;;0;;
11783125;Ntsc;;;;535;128;0;8;0;0;0;v;1;;0;;
1179E9C8;Ntsc;;;;176;128;128;0;0;0;0;h;1;;0;;
1185215B;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
11A8A0D8;Ntsc;;;;30;512;0;32;0;0;1;v;1;;0;;
11ACC41A;Ntsc;;;;0;32;32;0;0;0;0;h;1;;0;;
11B55D1C;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
11C9AC37;Ntsc;;;;1;256;0;8;0;0;0;h;1;;0;;
11D08CC6;Ntsc;COLORDREAMS-74*377;UNK-COLORDREAMS-REVA;;11;32;32;0;0;0;0;v;1;;0;;
11ED6E02;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
11FBF6BD;Dendy;;;;58;128;64;0;0;0;0;h;1;;0;;
11FF50A7;VT02;;;;256;16384;0;0;8;0;0;h;42;;14;;
12012CD9;VsSystem;;;;206;128;32;0;2;0;0;4;4;;0;3;2
12078AFD;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
1208E754;Famicom;HVC-SNROM;HVC-SNROM-07;MMC1A;1;256;0;8;0;8;1;h;1;;0;;
120D5A6C;Ntsc;;;;522;128;0;8;8;0;0;v;1;;0;;
12217922;Ntsc;;;;295;512;512;0;0;0;0;h;1;;0;;
1223757C;Ntsc;;;;11;64;64;0;0;0;0;v;1;;0;;
122C1413;Ntsc;;;;30;512;0;32;0;0;1;v;1;;0;;
123F0C5E;VT369;;;;256;8192;0;0;0;0;0;h;1;;0;;
1242DA7F;VT03;;;;256;4096;0;0;0;0;0;h;1;;4;;
12481CC0;Ntsc;NES-TKEPROM;NES-TKEPROM-01;MMC3B;4;256;128;0;0;0;0;h;1;;0;;
1248326D;Famicom;HVC-TKROM;HVC-TKROM-01;MMC3A;4;128;128;0;0;8;1;h;1;;0;;
1248895C;Playchoice;;;;7;128;0;8;0;0;0;h;1;;2;;
124969FF;Ntsc;;;;265;1024;0;8;0;0;0;h;1;;0;;
1261E5A4;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
126EBF66;Ntsc;NES-TSROM;NES-TSROM-07;MMC3B;4;128;128;0;8;0;0;h;1;;0;;
12748678;Ntsc;NES-TKEPROM;NES-TKEPROM-01;MMC3B;4;128;256;0;0;0;0;h;1;;0;;
127D76F4;Pal;NES-TKROM;NES-TKROM-10;MMC3C;4;512;256;0;0;8;1;h;1;;0;;
12864918;Ntsc;;;;387;512;1024;0;0;0;0;h;1;;0;;
1288EEA3;Ntsc;;;;358;1024;1024;0;0;0;0;h;1;;0;;
128F56AB;Dendy;;;;268;512;0;8;0;8;1;h;1;;0;;
12906664;Ntsc;NES-CNROM;NES-CNROM-06;;3;32;32;0;0;0;0;v;1;;2;;
12966327;Dendy;;;;268;1024;0;8;0;8;1;h;1;;0;;
12B1C8F3;Dendy;;;;4;128;256;0;0;8;1;h;1;;0;;
12B2C361;Ntsc;NES-ANROM;NES-ANROM-02;;7;128;0;8;0;0;0;h;1;;1;;
12B57E82;Ntsc;;;;1;128;128;0;0;0;0;h;1;;0;;
12BE7AFF;Ntsc;;;;374;512;512;0;0;0;0;h;1;;0;;
12C096C0;Ntsc;;;;2;64;8;0;0;0;0;v;1;;1;;
12C6D5C7;Ntsc;NES-UNROM;NES-UN-ROM-07;;2;128;0;8;0;0;0;h;1;;2;;
12D1F888;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
12D2B6B0;Famicom;;;;4;128;128;;0;0;0;;;;;;
12DDA422;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
12E6CB79;Famicom;HVC-NROM-128;9011-06;;0;16;8;0;0;0;0;h;1;;0;;
12EE543E;Famicom;;;;3;32;32;;0;0;0;v;;;;;
12F048DF;Famicom;JALECO-JF-22;JF-22;VRC1;75;128;128;0;0;0;0;h;1;;0;;
1300A8B7;Famicom;NAMCOT-3413;023-01;109;206;64;32;0;0;0;0;v;1;;0;;
1306EE62;Famicom;;;;90;256;256;0;0;0;0;h;1;;0;;
131E67E7;Ntsc;;;;1;32;32;0;0;0;0;h;1;;0;;
132E6EA1;Ntsc;;;;228;512;512;0;0;0;0;h;1;;0;;
13332BFA;Ntsc;;;;0;16;8;;0;0;0;v;;;;;
1335CB05;Ntsc;NES-TKROM;NES-TKROM-01;MMC3B;4;256;128;0;0;8;1;h;1;;0;;
1347D6C9;Famicom;;;;0;32;8;;0;0;0;h;;;;;
1352F1B9;Ntsc;NES-SNROM;NES-SNROM-05;MMC1B2;1;128;0;8;0;8;1;h;2;;0;;
1353A134;Pal;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
136CA449;Famicom;BANDAI-LZ93D50+24C02;DRAGON BALL Z-B;FCG-3;16;256;256;0;0;0;1;h;1;;5;;
137EB720;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
137F024F;VT03;;;;256;64;0;0;0;0;0;h;1;;0;;
138862C5;Pal;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;1;;2;;
138F0BB0;Famicom;;;;2;128;;8;0;0;0;v;;;;;
1394DED0;Ntsc;;;;2;64;0;8;0;0;0;v;2;;2;;
1394F57E;Ntsc;NES-SEROM;NES-SEROM-03;MMC1B1;1;32;16;0;0;0;0;h;1;;5;;
139B15BA;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
139EB5B5;Ntsc;TENGEN-800030;800030-01 REV A;337001;206;128;64;0;0;0;0;h;1;;0;;
13C2ABF3;Ntsc;;;;1;128;0;8;8;0;0;h;1;;0;;
13C6617E;Ntsc;NES-B4;NES-B4;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
13C774DD;Ntsc;NES-TL1ROM;NES-TL1ROM-01;MMC3A;4;128;128;0;0;0;0;h;1;;0;;
13D5B1A4;Ntsc;NES-AMROM;NES-AMROM-01;;7;128;0;8;0;0;0;h;1;;2;;
13D96CBF;Ntsc;;;;4;32;8;0;0;0;0;h;1;;0;;
13DA2122;Famicom;NAMCOT-3443;3443;118;88;128;128;0;0;0;0;v;1;;0;;
13DEF8D9;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
13E01649;Pal;NES-TKROM;NES-TKROM-02;MMC3B;4;128;128;0;0;8;1;h;1;;0;;
13E09D7A;Ntsc;;;;4;256;128;0;0;8;1;h;1;;0;;
13E2DA4F;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
13E8F24A;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
13F8C418;Ntsc;;;;2;128;0;8;0;0;0;h;1;;2;;
140C6A3D;Dendy;;;;4;128;128;0;0;0;0;h;1;;0;;
140CDEFF;Ntsc;;;;4;32;8;0;0;0;0;h;1;;0;;
14105C13;Ntsc;COLORDREAMS-74*377;BC6;;11;128;128;0;0;0;0;v;1;;0;;
1411005B;Famicom;HVC-TKROM;HVC-TKROM-03;MMC3B;4;128;128;0;0;8;1;h;1;;0;;
141FF4EE;Playchoice;;;;1;32;32;0;0;0;0;h;1;;5;;
14255C57;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
1425D7F4;Ntsc;NES-CNROM;NES-CNROM-07;;3;32;32;0;0;0;0;h;1;;2;;
14374128;Famicom;HVC-SKEPROM;HVC-SKEPROM-01;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
143B2F27;Famicom;;;;60;64;32;0;0;0;0;h;1;;0;;
143B4D30;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
143DF524;Ntsc;;;;36;128;128;0;0;0;0;v;8;;0;;
144DD305;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
145A9A6C;Famicom;HVC-SROM;HVC-SROM-03;;0;16;8;0;0;0;0;h;1;;0;;
1460EC7B;Dendy;;;;15;128;;8;8;0;0;h;38;;;;
147733DF;Famicom;;;;226;2048;;8;0;0;0;;;;;;
1488E95F;Ntsc;;;;79;64;64;0;0;0;0;v;1;;0;;
148F42C7;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
149C0EC3;Famicom;;;;1;128;128;0;8;0;0;h;1;;0;;
14A81635;Ntsc;COLORDREAMS-74*377;UNK-COLORDREAMS-REVB;;11;64;64;0;0;0;0;v;1;;0;;
14A8E405;Ntsc;;;;1;128;128;0;8;0;0;h;1;;0;;
14CD576E;Famicom;;;;1;128;128;0;0;0;0;h;1;;0;;
14D71ACB;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
14DCA057;Ntsc;;;;1;128;128;0;0;8;1;h;1;;0;;
14F477C3;Ntsc;;;;66;64;32;0;0;0;0;h;1;;0;;
1500E835;Famicom;;;;48;128;256;0;0;0;0;h;1;;0;;
1512E0B1;Famicom;;;;0;32;8;;0;0;0;v;;;;;
15141401;Famicom;;;;4;128;128;0;0;0;0;h;1;;0;;
153BA1BC;Ntsc;;;;1;256;0;8;0;0;0;h;1;;0;;
153EB948;Famicom;;;;4;64;64;;0;0;0;;;;;;
1542D79B;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
15454CB2;Ntsc;;;;143;32;8;0;0;0;0;v;1;;0;;
1545BD13;Famicom;HVC-SGROM;HVC-SGROM-03;MMC1B3;1;256;0;8;0;0;0;h;22;;0;;
1548C41D;Ntsc;;;;52;256;256;0;0;0;0;h;1;;0;;
154FD27E;Ntsc;;;;30;512;0;32;0;0;1;v;1;;0;;
156DF4FB;Ntsc;;;;4;32;8;0;8;0;0;h;1;;0;;
1570A0C8;Ntsc;TXC-PT8154;PN\01-22018-400;PT8154;189;128;128;0;0;0;0;h;1;;0;;
157AAA5A;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
157E4E74;Ntsc;;;;90;128;512;0;0;0;0;h;1;;0;;
1590CF62;Pal;NES-TKROM;NES-TKROM-10;MMC3C;4;128;128;0;0;8;1;h;1;;0;;
159EF3C1;VsSystem;;;;99;32;16;0;2;0;0;4;4;;0;0;0
15A1CBB0;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
15BFC1B4;Famicom;;;;57;128;128;0;0;0;0;h;42;;0;;
15C43F78;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
15CF5900;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
15DDAD01;Ntsc;;;;1;128;128;0;0;8;1;h;1;;0;;
15DE054B;Ntsc;;;;0;16;8;0;8;0;0;v;1;;0;;
15E50ECD;Dendy;;;;163;1024;0;8;0;8;1;v;1;;0;;
15F0D3F1;Ntsc;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;1;;2;;
15F9138F;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
15FB4D82;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
15FE6D0F;Ntsc;NES-ETROM;NES-ETROM-01;MMC5;5;256;128;0;8;8;1;h;1;;0;;
16109B90;Ntsc;;;;90;256;256;0;0;0;0;h;1;;0;;
16143319;Dendy;;;;224;1024;0;8;0;8;1;h;1;;0;;
16188B09;Ntsc;;;;11;64;64;0;0;0;0;v;1;;0;;
161D717B;Ntsc;NES-TL1ROM;NES-TL1ROM-01;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
162CCBD0;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B3;1;128;128;0;0;0;0;h;1;;0;;
162F1311;Dendy;;;;34;128;0;8;0;0;0;v;1;;2;;
162F328E;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
163A5EDA;Famicom;;;;4;128;256;;0;0;0;;;;;;
163ECCAE;Famicom;KONAMI-NROM-128;400302V;;0;16;8;0;0;0;0;h;1;;0;;
1657C053;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
166C2418;Ntsc;;;;23;256;128;0;8;0;0;h;1;;2;;
166C31BB;Ntsc;;;;196;128;128;0;0;0;0;h;1;;0;;
1675A6C1;Ntsc;;;;4;128;256;0;0;0;0;h;1;;0;;
1677D21D;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
167BBF41;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
167C5EDB;Playchoice;;;;3;32;32;0;0;0;0;v;1;;2;;
1687EB87;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
169697FB;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
16A0A3A3;Famicom;HVC-SNROM;HVC-SNROM-06;MMC1A;1;256;0;8;8;0;0;h;1;;0;;
16AA4E2D;VsSystem;;;;99;32;16;;0;0;0;4;7;;;;2
16E93F39;Famicom;;;;1;128;128;0;0;0;0;h;1;;0;;
16EBA50A;Ntsc;NES-TLROM;NES-TLROM-03;MMC3C;4;256;256;0;0;0;0;h;1;;0;;
171251E3;Famicom;HVC-NROM-256;3E;;0;32;8;0;0;0;0;h;1;;0;;
1726184B;Ntsc;;;;313;512;1024;0;0;0;0;h;1;;2;;
17389E3D;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
174F860A;Famicom;HVC-SNROM;HVC-SNROM-04;MMC1;1;128;0;8;0;8;1;h;1;;0;;
175C4A3C;Famicom;JALECO-JF-20;JF-20;VRC1;75;128;128;0;0;0;0;h;1;;0;;
175E93E7;Ntsc;;;;286;128;128;0;0;0;0;h;1;;0;;
175EDA0B;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
1771EA8F;Ntsc;NES-CNROM;NES-CN-ROM-256-01;;3;32;32;0;0;0;0;v;11;;2;;
1773F76D;Famicom;TAITO-CNROM;J9100189A;;3;32;32;0;0;0;0;h;1;;2;;
1774EBB8;Ntsc;;;;2;48;8;0;0;0;0;v;1;;0;;
178A61DB;Ntsc;;;;4;128;256;0;0;0;0;h;1;;0;;
178DBA78;Pal;;;;0;32;8;0;0;0;0;v;1;;0;;
179A0D57;Ntsc;NES-TKROM;NES-TKROM-02;MMC3C;4;256;128;0;0;8;1;h;1;;0;;
17D3759E;Dendy;;;;268;512;0;8;0;8;1;h;1;;0;;
17D43AF9;Ntsc;BMC-FK23C;;;176;1024;1024;0;0;0;0;h;1;;1;;
17E013A2;Ntsc;;;;0;16;0;8;0;0;0;v;1;;0;;
17EA92A8;Playchoice;;;;1;128;128;0;0;0;0;h;1;;0;;
17EC32C7;Dendy;;;;241;1024;0;8;0;8;1;h;1;;0;;
17FB3ABB;VT03;;;;256;2048;0;0;0;0;0;h;1;;0;;
18027A1F;Pal;NES-UNROM;NES-UNROM-10;;2;128;0;8;0;0;0;v;1;;2;;
181D8CDF;Ntsc;;;;4;128;256;0;0;0;0;h;1;;0;;
